Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed,numVotes,numViews,Year
Heart of Stone,https://www.mountainproject.com/route/115680233/heart-of-stone,2.5,5.8,1,50.0,40.2652,-111.6237,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Black Rose,False,False,True,False,False,False,"Avg: 2.5 from 31
    votes","Page Views: 1,831 total · 30/month","Shared By: Jonah Small on Oct 27, 2018"
Craigtastic - middle route,https://www.mountainproject.com/route/124008486/craigtastic-middle-route,1.0,5.8+,1,55.0,40.2652,-111.6237,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Black Rose,False,False,False,False,False,False,"Avg: 1 from 2
    votes",Page Views: 49 total · 7/month,"Shared By: Brian Koralewski on Apr 11, 2023"
K'Nex,https://www.mountainproject.com/route/105742091/knex,1.8,5.8,1,30.0,40.265,-111.6223,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Tinker Toys,False,False,True,False,False,False,"Avg: 1.8 from 111
    votes","Page Views: 2,691 total · 12/month","Shared By: Lee Jensen on Oct 9, 2005"
Barbie,https://www.mountainproject.com/route/105742097/barbie,1.9,5.8,1,30.0,40.265,-111.6223,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Tinker Toys,False,False,True,False,False,False,"Avg: 1.9 from 96
    votes","Page Views: 1,114 total · 5/month","Shared By: Lee Jensen on Oct 9, 2005"
Jugular,https://www.mountainproject.com/route/105741713/jugular,2.6,5.8,1,60.0,40.2649,-111.6105,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Hidden,False,False,False,False,False,False,"Avg: 2.6 from 77
    votes","Page Views: 2,479 total · 11/month","Shared By: Perin Blanchard on Jul 15, 2005"
Cool World Direct,https://www.mountainproject.com/route/105817824/cool-world-direct,1.8,5.6,1,60.0,40.2653,-111.6101,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Cool World Wall,False,False,False,False,False,False,"Avg: 1.8 from 14
    votes","Page Views: 1,259 total · 6/month","Shared By: Chuck on Apr 22, 2006"
Mr. Freeze,https://www.mountainproject.com/route/105963614/mr-freeze,2.3,5.8,1,60.0,40.2653,-111.6101,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Cool World Wall,False,False,False,False,False,False,"Avg: 2.3 from 7
    votes","Page Views: 1,308 total · 7/month","Shared By: Christian ""crisco"" Burrell on May 18, 2007"
Lead,https://www.mountainproject.com/route/105741908/lead,1.7,5.7,1,30.0,40.2661,-111.6208,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Appendage,False,False,False,False,False,False,"Avg: 1.7 from 100
    votes","Page Views: 2,447 total · 11/month","Shared By: Nathan Fisher on Sep 16, 2005"
The Edge,https://www.mountainproject.com/route/105741911/the-edge,2.0,5.8,1,30.0,40.2661,-111.6208,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Appendage,False,False,False,False,False,False,"Avg: 2 from 96
    votes","Page Views: 2,997 total · 14/month","Shared By: Nathan Fisher on Sep 16, 2005 · Updates"
Only Wimps Top-rope the Bulge,https://www.mountainproject.com/route/105741914/only-wimps-top-rope-the-bulge,1.9,5.8,1,35.0,40.2661,-111.6208,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Appendage,False,False,False,False,False,False,"Avg: 1.9 from 116
    votes","Page Views: 1,233 total · 6/month","Shared By: Nathan Fisher on Sep 16, 2005"
Full Appendage,https://www.mountainproject.com/route/105967729/full-appendage,1.7,5.8,1,40.0,40.2661,-111.6208,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Appendage,False,False,True,False,False,False,"Avg: 1.7 from 66
    votes","Page Views: 1,198 total · 6/month","Shared By: Perin Blanchard on May 26, 2007"
Little Girls,https://www.mountainproject.com/route/106169069/little-girls,1.9,5.8,1,35.0,40.2651,-111.613,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Boingo Wall,False,False,False,False,False,False,"Avg: 1.9 from 8
    votes","Page Views: 1,022 total · 5/month","Shared By: Perin Blanchard on May 24, 2008"
Calder's Route,https://www.mountainproject.com/route/105932088/calders-route,1.1,5.8+,1,30.0,40.2642,-111.6125,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Zoo,False,False,False,False,False,False,"Avg: 1.1 from 30
    votes",Page Views: 837 total · 4/month,"Shared By: Perin Blanchard on Mar 17, 2007"
16,https://www.mountainproject.com/route/105817649/16,2.2,5.7,1,35.0,40.2677,-111.6066,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Threshold,False,False,False,False,False,False,"Avg: 2.2 from 13
    votes","Page Views: 1,171 total · 5/month","Shared By: Perin Blanchard on Apr 21, 2006"
Wizardly Way,https://www.mountainproject.com/route/106054970/wizardly-way,0.9,5.7,1,50.0,40.2675,-111.6254,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Trilogy Buttress,False,False,False,False,False,False,"Avg: 0.9 from 15
    votes","Page Views: 1,965 total · 10/month","Shared By: Perin Blanchard on Nov 3, 2007"
Along Came a Strider,https://www.mountainproject.com/route/106055960/along-came-a-strider,1.9,5.8,1,90.0,40.2675,-111.6254,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Trilogy Buttress,False,False,False,False,False,False,"Avg: 1.9 from 8
    votes","Page Views: 1,911 total · 10/month","Shared By: John Ross on Nov 5, 2007"
Shards of Narsil,https://www.mountainproject.com/route/108390334/shards-of-narsil,1.8,5.8,2,100.0,40.2675,-111.6254,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Trilogy Buttress,False,False,False,False,False,False,"Avg: 1.8 from 12
    votes","Page Views: 1,823 total · 15/month","Shared By: Perin Blanchard on Oct 16, 2013"
Good Witch Pitch,https://www.mountainproject.com/route/106729614/good-witch-pitch,1.7,5.7,1,60.0,40.2661,-111.6118,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Blue Wall,False,False,False,False,False,False,"Avg: 1.7 from 3
    votes",Page Views: 995 total · 6/month,"Shared By: John Ross on Apr 13, 2010"
Far From the Maddening Crowd,https://www.mountainproject.com/route/106293840/far-from-the-maddening-crowd,1.0,5.7,1,35.0,40.26868,-111.61679,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,s Mine Wall,False,False,False,False,False,False,"Avg: 1 from 2
    votes",Page Views: 970 total · 5/month,"Shared By: Tristan Higbee on Nov 3, 2008"
The Paper Route,https://www.mountainproject.com/route/105947311/the-paper-route,2.1,5.8,1,50.0,40.2665,-111.624,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Jobsite,False,False,False,False,False,False,"Avg: 2.1 from 80
    votes","Page Views: 3,359 total · 17/month","Shared By: Perin Blanchard on Apr 16, 2007"
Drivers Test,https://www.mountainproject.com/route/106067467/drivers-test,1.7,5.8,1,70.0,40.2665,-111.624,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Jobsite,False,False,False,False,False,False,"Avg: 1.7 from 51
    votes","Page Views: 3,085 total · 16/month","Shared By: Christian ""crisco"" Burrell on Nov 22, 2007"
Driver'sTest->Run for Cover,https://www.mountainproject.com/route/106172045/driverstest-run-for-cover,2.4,5.8,3,300.0,40.2665,-111.624,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Jobsite,False,False,False,False,False,False,"Avg: 2.4 from 52
    votes","Page Views: 6,205 total · 33/month","Shared By: Christian Knight on May 28, 2008"
Red Spire,https://www.mountainproject.com/route/106131833/red-spire,2.6,5.6,1,115.0,40.2643,-111.6234,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Rest Area,False,False,False,False,False,False,"Avg: 2.6 from 9
    votes","Page Views: 1,939 total · 10/month","Shared By: Lee Jensen on Mar 30, 2008"
Cabbage Patch,https://www.mountainproject.com/route/105879291/cabbage-patch,1.9,5.8,1,80.0,40.2643,-111.6234,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Rest Area,False,False,False,False,False,False,"Avg: 1.9 from 12
    votes","Page Views: 1,396 total · 7/month","Shared By: Perin Blanchard on Oct 27, 2006"
Mosstique,https://www.mountainproject.com/route/105960417/mosstique,1.8,5.8,1,60.0,40.2643,-111.6234,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Rest Area,False,False,False,False,False,False,"Avg: 1.8 from 6
    votes","Page Views: 1,129 total · 6/month","Shared By: Perin Blanchard on May 13, 2007"
Lemme Put My Love Into You,https://www.mountainproject.com/route/106222212/lemme-put-my-love-into-you,2.3,5.8,1,50.0,40.267,-111.6246,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,DC Wall,False,False,False,False,False,False,"Avg: 2.2 from 33
    votes","Page Views: 2,213 total · 12/month","Shared By: Perin Blanchard on Aug 5, 2008"
For Those About To Rock (We Salute You),https://www.mountainproject.com/route/106527169/for-those-about-to-rock-we-salute-you,2.2,5.8,1,90.0,40.267,-111.6246,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,DC Wall,False,False,False,False,False,False,"Avg: 2.2 from 31
    votes","Page Views: 2,184 total · 13/month","Shared By: Tristan Higbee on Aug 25, 2009"
Western Front,https://www.mountainproject.com/route/106560772/western-front,2.3,5.7,3,330.0,40.2666,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bad Bananas,False,False,False,False,False,False,"Avg: 2.3 from 47
    votes","Page Views: 6,319 total · 37/month","Shared By: Christian Knight on Oct 3, 2009"
El Crapitan,https://www.mountainproject.com/route/106362349/el-crapitan,1.7,5.8,1,60.0,40.2666,-111.6263,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Bad Bananas,False,False,False,False,False,False,"Avg: 1.7 from 12
    votes","Page Views: 1,690 total · 9/month","Shared By: Christian Knight on Feb 22, 2009"
Semper Fi,https://www.mountainproject.com/route/106131494/semper-fi,1.2,5.6,1,50.0,40.2666,-111.6273,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Training Camp,False,False,False,False,False,False,"Avg: 1.2 from 10
    votes","Page Views: 1,334 total · 7/month","Shared By: Perin Blanchard on Mar 30, 2008"
The First Cut,https://www.mountainproject.com/route/106127410/the-first-cut,1.5,5.7,1,50.0,40.2666,-111.6273,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Training Camp,False,False,False,False,False,False,"Avg: 1.5 from 10
    votes","Page Views: 1,134 total · 6/month","Shared By: Perin Blanchard on Mar 24, 2008"
Drill Team,https://www.mountainproject.com/route/106139913/drill-team,1.3,5.7,1,40.0,40.2666,-111.6273,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Training Camp,False,False,False,False,False,False,"Avg: 1.3 from 12
    votes","Page Views: 1,172 total · 6/month","Shared By: Tristan Higbee on Apr 12, 2008"
"Wax On, Wax Off",https://www.mountainproject.com/route/106317222/wax-on-wax-off,1.6,5.7,1,25.0,40.2666,-111.6273,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Training Camp,False,False,False,False,False,False,"Avg: 1.6 from 9
    votes","Page Views: 1,275 total · 7/month","Shared By: Perin Blanchard on Dec 7, 2008"
Rock Steady,https://www.mountainproject.com/route/106150579/rock-steady,1.7,5.8+,1,30.0,40.265,-111.6235,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Ska Block,False,False,False,False,False,False,"Avg: 1.7 from 10
    votes",Page Views: 645 total · 3/month,"Shared By: Tristan Higbee on Apr 27, 2008"
Hot Rock,https://www.mountainproject.com/route/106177368/hot-rock,1.7,5.6,1,35.0,40.2678,-111.6295,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,West Kyhv Mountain,False,False,False,False,False,False,"Avg: 1.7 from 7
    votes",Page Views: 553 total · 3/month,"Shared By: Perin Blanchard on Jun 4, 2008"
Life After Dusk,https://www.mountainproject.com/route/106177388/life-after-dusk,1.0,5.7,1,30.0,40.2707,-111.6285,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,West Kyhv Mountain,False,False,False,False,False,False,"Avg: 1 from 4
    votes",Page Views: 530 total · 3/month,"Shared By: Perin Blanchard on Jun 4, 2008"
Bunny Blaster,https://www.mountainproject.com/route/106185780/bunny-blaster,2.7,5.8+,1,40.0,40.27185,-111.62858,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,West Kyhv Mountain,False,False,False,False,False,False,"Avg: 2.7 from 6
    votes",Page Views: 564 total · 3/month,"Shared By: Christian Knight on Jun 17, 2008"
The Right Stuff Variation,https://www.mountainproject.com/route/106203012/the-right-stuff-variation,1.5,5.8,1,,40.26569,-111.61284,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Galaxy Area,False,False,False,False,False,False,"Avg: 1.5 from 6
    votes",Page Views: 978 total · 5/month,"Shared By: Christian ""crisco"" Burrell on Jul 12, 2008"
Gemini,https://www.mountainproject.com/route/106202925/gemini,2.2,5.8+,1,,40.26569,-111.61284,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Galaxy Area,False,False,False,False,False,False,"Avg: 2.3 from 22
    votes",Page Views: 724 total · 4/month,"Shared By: Christian ""crisco"" Burrell on Jul 12, 2008"
We Have Liftoff,https://www.mountainproject.com/route/106202717/we-have-liftoff,2.1,5.7,1,,40.2657,-111.61303,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Galaxy Area,False,False,False,False,False,False,"Avg: 2.1 from 39
    votes","Page Views: 1,201 total · 6/month","Shared By: Christian ""crisco"" Burrell on Jul 11, 2008"
We are go for Launch,https://www.mountainproject.com/route/106202724/we-are-go-for-launch,2.5,5.8,1,,40.2657,-111.61303,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Galaxy Area,False,False,False,False,False,False,"Avg: 2.5 from 15
    votes","Page Views: 1,017 total · 5/month","Shared By: Christian ""crisco"" Burrell on Jul 11, 2008"
Thrust,https://www.mountainproject.com/route/106419795/thrust,1.7,5.8,1,30.0,40.26544,-111.61291,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Galaxy Area,False,False,False,False,False,False,"Avg: 1.7 from 10
    votes",Page Views: 973 total · 6/month,"Shared By: Tristan Higbee on Apr 30, 2009"
Not Bad for a Little Fuzz Ball,https://www.mountainproject.com/route/106396690/not-bad-for-a-little-fuzz-ball,1.9,5.6,1,50.0,40.2662,-111.6141,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Galaxy Area,False,False,False,False,False,False,"Avg: 1.9 from 14
    votes",Page Views: 809 total · 5/month,"Shared By: Christian ""crisco"" Burrell on Apr 4, 2009"
Deforest Moon,https://www.mountainproject.com/route/106396886/deforest-moon,1.5,5.6,1,40.0,40.2662,-111.6141,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Galaxy Area,False,False,False,False,False,False,"Avg: 1.5 from 10
    votes","Page Views: 1,290 total · 7/month","Shared By: Perin Blanchard on Apr 5, 2009"
Ewok Epic,https://www.mountainproject.com/route/106396890/ewok-epic,1.6,5.6,1,40.0,40.2662,-111.6141,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Galaxy Area,False,False,False,False,False,False,"Avg: 1.6 from 10
    votes",Page Views: 710 total · 4/month,"Shared By: Perin Blanchard on Apr 5, 2009"
Part of the Tribe,https://www.mountainproject.com/route/106404755/part-of-the-tribe,1.5,5.6,1,40.0,40.2662,-111.6141,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Galaxy Area,False,False,False,False,False,False,"Avg: 1.5 from 14
    votes","Page Views: 1,130 total · 6/month","Shared By: Christian ""crisco"" Burrell on Apr 13, 2009"
Chewbacca,https://www.mountainproject.com/route/106404736/chewbacca,2.0,5.8,1,70.0,40.2662,-111.6141,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Galaxy Area,False,False,False,False,False,False,"Avg: 2 from 21
    votes","Page Views: 1,449 total · 8/month","Shared By: Christian ""crisco"" Burrell on Apr 13, 2009"
The Phantom Menace,https://www.mountainproject.com/route/106417534/the-phantom-menace,2.9,5.7+,1,75.0,40.26667,-111.61443,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Galaxy Area,False,False,False,False,False,False,"Avg: 2.9 from 93
    votes","Page Views: 3,934 total · 22/month","Shared By: Darren Knezek on Apr 28, 2009"
That's Not A Lightsaber,https://www.mountainproject.com/route/106431603/thats-not-a-lightsaber,2.1,5.8,1,75.0,40.26667,-111.61443,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Galaxy Area,False,False,False,False,False,False,"Avg: 2.1 from 32
    votes","Page Views: 1,859 total · 11/month","Shared By: Darren Knezek on May 14, 2009"
Call of the Wild,https://www.mountainproject.com/route/106211498/call-of-the-wild,2.6,5.6,1,30.0,40.2646,-111.6122,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Wild,False,False,False,False,False,False,"Avg: 2.6 from 192
    votes","Page Views: 8,365 total · 45/month","Shared By: Tristan Higbee on Jul 22, 2008"
Stampede,https://www.mountainproject.com/route/106211464/stampede,2.4,5.7,1,45.0,40.2646,-111.6122,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Wild,False,False,False,False,False,False,"Avg: 2.4 from 97
    votes","Page Views: 2,451 total · 13/month","Shared By: Christian ""crisco"" Burrell on Jul 22, 2008"
Serengeti,https://www.mountainproject.com/route/106211506/serengeti,2.4,5.7,1,35.0,40.2646,-111.6122,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Wild,False,False,False,False,False,False,"Avg: 2.4 from 154
    votes","Page Views: 2,582 total · 14/month","Shared By: Tristan Higbee on Jul 22, 2008 · Updates"
Welcome to the Jungle,https://www.mountainproject.com/route/106211470/welcome-to-the-jungle,2.5,5.8,1,45.0,40.2646,-111.6122,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,The Wild,False,False,False,False,False,False,"Avg: 2.5 from 135
    votes","Page Views: 2,816 total · 15/month","Shared By: Christian ""crisco"" Burrell on Jul 22, 2008"
Half Leno,https://www.mountainproject.com/route/106248177/half-leno,2.3,5.8,1,60.0,40.2665,-111.6076,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Solitary Misdemeanors,False,False,True,False,False,False,"Avg: 2.3 from 12
    votes","Page Views: 1,306 total · 7/month","Shared By: Perin Blanchard on Sep 7, 2008"
Tidal Squeeze,https://www.mountainproject.com/route/115365451/tidal-squeeze,2.5,5.7,1,45.0,40.2646,-111.6121,False,False,Utah,Wasatch Range,Southern Wasatch,Rock Canyon,Low Tide,False,False,False,False,False,False,"Avg: 2.5 from 23
    votes",Page Views: 870 total · 14/month,"Shared By: Perin Blanchard on Sep 28, 2018"
